EbN0_dB,BER
0.0,0.16910714285714284
1.0,0.135375
2.0,0.10410119047619047
3.0,0.07704166666666666
4.0,0.0528452380952381
5.0,0.034011904761904764
6.0,0.019470238095238096
7.0,0.010297619047619047
8.0,0.004720238095238095
9.0,0.00175
10.0,0.0005
11.0,0.00018452380952380953
12.0,2.9761904761904762e-05
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
