EbN0_dB,BER
0.0,0.1685297619047619
1.0,0.13523809523809524
2.0,0.1046547619047619
3.0,0.0770297619047619
4.0,0.05455357142857143
5.0,0.034148809523809526
6.0,0.02032142857142857
7.0,0.010279761904761904
8.0,0.004678571428571429
9.0,0.001738095238095238
10.0,0.0005654761904761905
11.0,0.000125
12.0,1.785714285714286e-05
13.0,1.1904761904761905e-05
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
