EbN0_dB,BER
0.0,0.17036904761904761
1.0,0.13611309523809523
2.0,0.10339285714285715
3.0,0.077375
4.0,0.05367857142857143
5.0,0.03450595238095238
6.0,0.01905952380952381
7.0,0.010458333333333333
8.0,0.00493452380952381
9.0,0.0019345238095238096
10.0,0.0006071428571428571
11.0,0.00013095238095238096
12.0,2.380952380952381e-05
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
