EbN0_dB,BER
0.0,0.1677797619047619
1.0,0.13688095238095238
2.0,0.10500595238095238
3.0,0.0752797619047619
4.0,0.05415476190476191
5.0,0.03504761904761905
6.0,0.019529761904761904
7.0,0.010642857142857143
8.0,0.004613095238095238
9.0,0.001976190476190476
10.0,0.0005
11.0,0.000125
12.0,2.380952380952381e-05
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
